home_win,FGM_HOME_avg,FGA_HOME_avg,FG3M_HOME_avg,FTM_HOME_avg,FTA_HOME_avg,OREB_HOME_avg,DREB_HOME_avg,AST_HOME_avg,STL_HOME_avg,TOV_HOME_avg,PF_HOME_avg,PTS_HOME_avg,FGM_AWAY_avg,FGA_AWAY_avg,FG3M_AWAY_avg,FTM_AWAY_avg,FTA_AWAY_avg,OREB_AWAY_avg,DREB_AWAY_avg,AST_AWAY_avg,STL_AWAY_avg,TOV_AWAY_avg,PF_AWAY_avg,PTS_AWAY_avg
1,32.0,82.0,5.0,17.0,24.0,17.0,31.0,17.0,4.0,16.0,32.0,86.0,36.0,89.0,7.0,9.0,14.0,16.0,25.0,21.0,14.0,14.0,21.0,88.0
0,34.333333333333336,78.66666666666667,5.0,18.666666666666668,26.333333333333332,11.666666666666666,32.0,19.666666666666668,10.666666666666666,14.0,22.666666666666668,92.33333333333333,39.333333333333336,82.0,6.333333333333333,16.666666666666668,22.0,9.333333333333334,35.666666666666664,20.666666666666668,8.0,15.0,22.0,101.66666666666667
0,34.25,81.25,4.75,15.75,22.75,12.75,32.0,19.75,9.75,14.5,22.5,89.0,33.333333333333336,86.0,3.3333333333333335,16.666666666666668,22.333333333333332,13.333333333333334,29.666666666666668,18.666666666666668,9.666666666666666,13.0,25.333333333333332,86.66666666666667
1,33.2,79.0,5.2,17.0,23.0,12.2,32.0,19.6,8.4,15.0,22.6,88.6,40.6,85.4,4.2,18.8,25.0,10.6,34.2,23.6,9.6,18.6,25.6,104.2
0,34.0,81.66666666666667,5.833333333333333,18.5,24.166666666666668,13.166666666666666,32.333333333333336,20.166666666666668,9.333333333333334,15.833333333333334,23.166666666666668,92.33333333333333,34.6,77.0,10.8,15.6,24.2,11.6,29.8,22.0,6.8,15.2,20.0,95.6
0,35.285714285714285,81.71428571428571,6.428571428571429,17.714285714285715,23.428571428571427,12.142857142857142,32.285714285714285,21.142857142857142,9.0,15.571428571428571,25.0,94.71428571428571,31.625,76.25,5.75,21.625,27.5,12.0,29.875,17.0,9.125,16.5,22.25,90.625
0,35.5,81.5,6.875,16.375,21.5,11.5,33.0,20.75,8.25,15.875,24.5,94.25,34.142857142857146,78.71428571428571,3.2857142857142856,13.285714285714286,18.0,10.428571428571429,27.714285714285715,18.857142857142858,12.0,16.714285714285715,20.285714285714285,84.85714285714286
1,35.77777777777778,80.88888888888889,7.111111111111111,15.11111111111111,20.0,11.11111111111111,32.77777777777778,21.11111111111111,8.555555555555555,16.77777777777778,24.22222222222222,93.77777777777777,33.22222222222222,81.33333333333333,5.0,19.0,25.333333333333332,12.0,30.555555555555557,20.0,9.222222222222221,14.555555555555555,21.444444444444443,90.44444444444444
0,36.3,80.7,7.5,14.4,19.4,10.5,32.0,22.3,8.7,16.3,23.6,94.5,33.888888888888886,77.55555555555556,6.111111111111111,22.22222222222222,27.555555555555557,11.11111111111111,32.55555555555556,15.333333333333334,6.444444444444445,15.333333333333334,21.11111111111111,96.11111111111111
1,36.72727272727273,81.27272727272727,7.909090909090909,14.454545454545455,19.363636363636363,10.454545454545455,31.272727272727273,23.0,9.0,16.636363636363637,24.09090909090909,95.81818181818181,32.666666666666664,83.33333333333333,4.916666666666667,16.5,21.5,12.166666666666666,28.833333333333332,15.5,8.5,16.083333333333332,19.083333333333332,86.75
1,36.75,82.08333333333333,7.916666666666667,14.166666666666666,18.833333333333332,10.333333333333334,31.083333333333332,23.25,8.916666666666666,15.916666666666666,23.75,95.58333333333333,35.833333333333336,84.66666666666667,3.8333333333333335,17.0,22.833333333333332,12.833333333333334,28.333333333333332,21.333333333333332,8.5,12.0,24.666666666666668,92.5
0,37.38461538461539,83.15384615384616,7.923076923076923,14.692307692307692,19.307692307692307,11.23076923076923,30.615384615384617,23.23076923076923,9.0,15.307692307692308,23.615384615384617,97.38461538461539,35.5,79.78571428571429,6.142857142857143,21.928571428571427,27.928571428571427,12.071428571428571,33.57142857142857,16.285714285714285,7.0,16.142857142857142,21.0,99.07142857142857
1,37.857142857142854,82.92857142857143,8.0,15.0,19.571428571428573,10.928571428571429,30.5,23.571428571428573,9.0,15.285714285714286,23.5,98.71428571428571,37.785714285714285,84.14285714285714,7.0,13.714285714285714,17.642857142857142,10.428571428571429,30.857142857142858,21.571428571428573,7.214285714285714,14.785714285714286,21.785714285714285,96.28571428571429
1,38.0,82.66666666666667,8.333333333333334,14.866666666666667,19.466666666666665,10.6,30.4,23.6,8.933333333333334,15.266666666666667,23.2,99.2,36.13333333333333,80.93333333333334,6.466666666666667,13.466666666666667,17.333333333333332,9.6,31.533333333333335,21.2,7.133333333333334,15.333333333333334,18.0,92.2
0,38.0625,82.875,8.25,15.0,19.5625,10.875,30.3125,23.1875,8.8125,14.9375,22.5625,99.375,34.357142857142854,82.0,4.928571428571429,17.5,23.071428571428573,11.285714285714286,30.428571428571427,20.142857142857142,9.142857142857142,14.5,21.357142857142858,91.14285714285714
1,37.94117647058823,82.47058823529412,8.176470588235293,14.823529411764707,19.352941176470587,10.764705882352942,30.294117647058822,23.235294117647058,8.764705882352942,14.823529411764707,22.235294117647058,98.88235294117646,35.857142857142854,81.5,7.214285714285714,16.714285714285715,23.785714285714285,13.142857142857142,31.285714285714285,20.071428571428573,7.071428571428571,13.571428571428571,22.357142857142858,95.64285714285714
0,37.94444444444444,82.5,8.222222222222221,15.055555555555555,19.61111111111111,10.88888888888889,30.0,23.166666666666668,8.61111111111111,14.555555555555555,22.0,99.16666666666667,35.23529411764706,81.94117647058823,3.3529411764705883,15.235294117647058,20.11764705882353,12.117647058823529,27.470588235294116,19.176470588235293,10.705882352941176,15.117647058823529,19.941176470588236,89.05882352941177
1,37.78947368421053,82.3157894736842,8.210526315789474,15.0,19.789473684210527,10.894736842105264,29.894736842105264,23.157894736842106,8.263157894736842,14.578947368421053,21.894736842105264,98.78947368421052,35.65,80.9,7.1,13.5,18.25,9.8,31.3,21.45,8.8,15.15,19.3,91.9
0,37.9,81.9,8.3,15.3,20.05,10.5,30.45,23.15,8.7,14.65,21.8,99.4,33.529411764705884,74.3529411764706,5.588235294117647,16.0,20.705882352941178,7.823529411764706,28.529411764705884,22.11764705882353,6.647058823529412,16.41176470588235,22.0,88.6470588235294
0,38.04761904761905,81.71428571428571,8.142857142857142,15.333333333333334,20.0,10.380952380952381,30.19047619047619,23.238095238095237,8.80952380952381,14.761904761904763,21.61904761904762,99.57142857142857,34.869565217391305,84.34782608695652,6.304347826086956,17.47826086956522,22.47826086956522,12.347826086956522,29.08695652173913,20.52173913043478,8.08695652173913,15.0,21.08695652173913,93.52173913043478
0,37.90909090909091,81.5909090909091,8.227272727272727,15.454545454545455,20.0,10.227272727272727,30.09090909090909,23.227272727272727,8.681818181818182,14.636363636363637,21.40909090909091,99.5,36.13636363636363,82.0909090909091,6.863636363636363,20.863636363636363,26.363636363636363,12.5,31.818181818181817,19.681818181818183,7.2727272727272725,15.590909090909092,19.454545454545453,100.0
1,37.73913043478261,81.52173913043478,8.304347826086957,15.434782608695652,20.0,10.043478260869565,29.956521739130434,23.17391304347826,8.695652173913043,14.347826086956522,21.347826086956523,99.21739130434783,35.791666666666664,86.75,5.916666666666667,16.208333333333332,21.166666666666668,12.791666666666666,30.291666666666668,18.125,8.166666666666666,14.5,19.958333333333332,93.70833333333333
0,37.958333333333336,81.79166666666667,8.25,15.541666666666666,20.041666666666668,9.958333333333334,30.0,23.458333333333332,8.541666666666666,14.333333333333334,21.5,99.70833333333333,35.56,80.76,5.2,18.0,23.52,11.8,33.08,19.56,5.56,14.36,18.04,94.32
0,38.0,82.16,8.16,15.6,19.96,9.88,29.88,23.4,8.36,13.96,21.64,99.76,35.52173913043478,78.08695652173913,4.130434782608695,15.608695652173912,20.434782608695652,10.869565217391305,30.217391304347824,20.869565217391305,7.304347826086956,16.52173913043478,21.130434782608695,90.78260869565217
0,38.04,81.84,8.36,15.36,19.6,9.52,29.64,23.48,8.36,13.96,21.0,99.8,33.4,78.24,8.8,16.4,21.8,10.52,28.4,19.52,7.36,15.4,20.36,92.0
1,38.2,81.8,8.48,14.96,19.0,9.48,29.52,23.64,8.16,14.24,21.08,99.84,38.92,83.16,6.56,19.56,26.76,12.32,31.0,22.76,7.6,15.08,19.96,103.96
0,38.64,82.24,8.56,14.8,18.68,9.6,29.16,23.84,8.04,14.12,21.16,100.64,35.68,80.08,7.52,13.72,18.24,8.68,31.84,21.4,8.0,14.76,18.36,92.6
0,38.8,81.92,8.68,15.32,19.12,9.52,29.16,24.12,8.04,14.12,20.84,101.6,39.04,83.44,7.92,14.0,19.4,10.24,31.2,22.08,7.4,13.0,16.96,100.0
0,39.16,82.84,8.72,15.04,18.84,9.68,29.2,24.32,8.28,14.08,21.16,102.08,36.4,81.32,5.76,17.84,23.76,12.48,33.68,20.24,5.24,14.16,16.12,96.4
0,39.16,82.64,8.52,14.28,18.04,9.24,29.16,24.32,8.04,13.72,21.0,101.12,35.28,77.76,4.2,16.48,21.2,10.56,28.88,20.08,7.64,15.96,20.56,91.24
0,38.76,82.52,8.36,14.12,17.8,9.36,29.0,23.96,8.0,13.76,20.32,100.0,39.56,83.88,8.4,15.72,21.08,10.64,31.68,22.6,7.52,12.8,16.92,103.24
0,39.08,82.8,8.04,14.2,17.96,9.4,28.84,24.24,8.2,13.68,20.04,100.4,36.36,83.28,4.4,16.24,21.36,13.28,28.16,20.32,9.16,14.24,20.8,93.36
1,39.0,82.96,8.08,14.48,18.32,9.44,28.68,24.12,7.96,13.48,20.12,100.56,34.48,82.0,6.76,18.2,25.44,13.0,29.12,18.32,7.72,15.72,20.4,93.92
0,39.04,82.92,7.84,14.84,18.68,9.52,29.16,23.92,8.0,13.68,20.28,100.76,39.52,84.84,6.08,17.0,24.0,13.64,29.92,21.4,7.72,14.56,20.4,102.12
1,38.96,83.52,7.72,14.8,18.84,9.64,29.84,23.64,7.96,13.44,20.16,100.44,36.44,79.68,8.0,13.56,19.0,9.56,29.68,21.6,9.0,14.72,17.92,94.44
1,38.8,82.72,7.6,15.2,19.32,9.68,30.04,23.52,7.92,14.04,20.24,100.4,33.68,80.44,7.12,17.0,22.24,11.24,30.2,19.8,8.28,15.12,19.0,91.48
1,38.6,81.88,7.56,14.96,19.08,9.28,30.28,23.56,7.64,14.36,20.04,99.72,36.88,83.2,7.24,18.76,24.48,11.48,31.36,21.28,6.4,14.04,19.24,99.76
1,38.16,81.8,7.44,15.16,19.32,9.52,30.52,23.16,7.32,14.28,20.16,98.92,39.64,84.2,6.04,16.76,24.08,13.68,30.64,22.24,7.36,15.32,20.4,102.08
1,38.32,82.08,7.24,15.04,19.12,9.64,30.72,23.36,7.4,14.32,20.28,98.92,34.76,80.8,6.2,18.4,23.96,12.12,31.92,19.52,6.72,14.96,20.76,94.12
0,38.28,81.84,7.32,15.08,19.04,9.48,30.76,23.56,7.32,14.6,20.64,98.96,34.8,80.84,8.68,13.88,20.04,11.36,30.16,20.52,6.52,14.04,19.12,92.16
1,38.32,82.04,7.32,15.12,19.12,9.48,30.92,23.52,7.2,14.64,20.76,99.08,35.04,76.92,5.96,17.28,21.96,10.28,29.12,20.48,7.0,15.56,20.4,93.32
1,38.16,81.84,7.2,15.52,19.52,9.6,31.04,23.64,7.28,14.8,20.64,99.04,34.44,81.44,5.32,16.4,21.8,10.92,29.04,19.72,7.44,14.84,18.88,90.6
